-1454.970	-492.368	2794.893
-1601.359	-1156.853	3099.564
-1439.203	-859.673	2807.144
-1288.538	-868.971	2572.666
-1403.115	-703.354	2801.436
-1400.324	-1218.307	2818.042
-1385.007	-271.223	2787.254
-1366.271	-481.193	2793.909
-1251.034	-400.267	2558.261
-984.400	282.866	2029.414
-1340.644	-993.246	2809.486
-1039.330	157.474	2178.084
-1038.122	264.601	2175.559
-1211.079	-440.771	2559.146
-1306.080	-139.120	2783.110
-1300.302	-1318.250	2818.134
-1299.528	-1262.001	2816.458
-1287.147	-359.483	2789.666
-937.021	242.977	2030.850
-996.326	174.644	2178.006
-1232.884	-1339.682	2816.524
-1220.796	-1272.109	2814.277
-1107.596	-248.503	2553.362
-1197.243	-1182.103	2811.124
-1089.580	-435.608	2558.307
-928.031	148.915	2179.064
-1076.582	-177.892	2551.491
-1174.034	-111.681	2782.468
-857.535	203.033	2032.368
-1068.557	-379.843	2556.365
-833.257	247.068	2031.827
-1123.809	-580.385	2794.034
-1119.158	-117.181	2782.491
-1120.068	-1326.588	2812.279
-1233.092	-1399.488	3096.065
-1118.521	-1169.899	2808.404
-1108.929	-194.134	2784.368
-867.081	260.447	2177.143
-1102.057	-624.610	2794.782
-1060.681	-968.531	2801.977
-970.566	-790.279	2563.961
-1058.252	-690.906	2795.574
-1051.901	-1247.171	2808.034
-1051.517	-1202.493	2807.014
-1015.668	-923.655	2799.795
-1006.672	-1201.843	2805.493
-999.139	-227.114	2784.555
-988.623	-293.140	2785.876
-1079.522	-772.392	3076.202
-965.395	-128.182	2782.297
-955.240	-249.097	2784.689
-943.628	-161.138	2782.852
-922.540	-304.094	2785.473
-891.074	-579.615	2790.167
-883.731	-1233.347	2801.748
-858.683	-734.120	2792.223
-785.224	-389.514	2553.369
-847.414	-700.900	2791.395
-822.930	-227.034	2783.115
-500.375	335.927	1692.278
-897.744	-1075.786	3077.138
-493.467	409.214	1691.494
-494.624	327.505	1792.416
-759.791	-965.504	2793.157
-758.694	-689.353	2789.143
-757.689	-435.912	2785.466
-693.145	-107.399	2548.205
-749.826	-1264.340	2797.071
-734.841	-226.977	2782.194
-666.289	-1117.212	2560.836
-797.045	-370.714	3063.460
-712.447	-117.190	2780.490
-540.901	329.223	2178.103
-679.930	-270.861	2782.090
-670.898	-953.469	2790.124
-670.802	-920.360	2789.725
-670.426	-760.539	2788.111
-670.154	-705.323	2787.073
-669.427	-446.680	2784.046
-659.005	-666.725	2786.405
-637.534	-920.007	2788.646
-636.383	-463.082	2783.663
-635.466	-106.210	2779.667
-627.098	-1184.711	2791.140
-688.388	-576.149	3064.004
-624.741	-215.915	2780.737
-605.000	-1239.526	2790.800
-602.881	-281.748	2781.114
-571.128	-952.319	2786.737
-569.651	-171.994	2779.606
-549.476	-1238.470	2788.422
-537.935	-962.929	2785.663
-536.827	-270.686	2779.991
-504.072	-457.150	2780.805
-503.825	-270.640	2779.457
-460.300	-731.337	2781.465
-459.730	-111.667	2778.069
-449.169	-621.507	2780.507
-438.493	-1016.586	2782.324
-438.037	-489.817	2779.501
-437.953	-391.129	2778.975
-437.868	-292.465	2778.449
-416.335	-944.891	2781.017
-405.511	-1224.647	2781.959
-394.362	-1059.836	2780.769
-382.790	-62.348	2776.557
-371.974	-390.939	2777.547
-371.869	-171.863	2776.794
-361.270	-1059.318	2779.404
-361.256	-1026.434	2779.299
-361.072	-599.050	2777.951
-350.301	-1201.612	2779.359
-350.200	-938.608	2778.599
-373.150	-785.573	3056.361
-317.073	-440.065	2776.581
-295.160	-948.834	2776.480
-295.153	-905.063	2776.424
-284.080	-237.458	2775.389
-229.207	-1177.321	2773.700
-218.234	-936.861	2773.397
-218.249	-674.659	2773.648
-207.232	-1329.654	2772.480
-207.236	-1264.185	2772.555
-196.357	-193.584	2773.698
-203.886	-898.077	3049.859
-185.336	-761.753	2772.384
-174.351	-936.257	2771.600
-174.383	-674.307	2772.182
-152.382	-1306.490	2769.660
-141.454	-1088.380	2769.755
-102.630	294.723	2178.268
-94.036	329.107	2178.307
-86.754	-924.131	2767.966
-79.537	-757.292	2537.758
-86.786	-673.582	2769.155
-68.231	71.257	2177.448
-53.057	422.887	1693.433
-64.887	-956.462	2766.857
-42.448	2.544	2176.894
-33.856	-31.795	2176.638
-21.215	-651.246	2766.947
-21.221	-444.266	2768.327
-9.437	-1214.502	2532.379
-9.437	-1154.836	2532.736
-10.294	-923.035	2764.663
-10.296	-694.687	2766.251
-10.297	-476.908	2767.772
0.498	62.625	2176.588
10.562	-731.403	2534.654
10.567	-696.489	2534.777
55.983	-98.888	2342.345
77.068	-193.224	2767.696
60.565	-57.525	2174.984
80.582	-386.839	2534.868
87.962	-247.717	2766.894
98.607	-932.249	2759.675
98.715	-650.220	2762.526
109.495	-888.748	2759.624
120.141	-1342.620	2754.292
110.228	-1122.360	2526.976
152.880	-974.664	2756.643
152.915	-926.022	2757.329
140.368	-595.717	2530.922
150.029	-1057.109	2525.635
163.797	-877.136	2757.284
106.556	444.320	1793.652
174.757	-736.245	2758.521
215.382	-1426.173	3023.261
196.124	-1092.655	2753.003
196.378	-822.589	2756.490
154.858	-31.795	2173.524
207.559	-486.564	2760.464
228.594	-248.228	3040.158
191.072	403.881	2540.977
217.946	-924.999	2754.269
228.404	-1231.962	2749.359
229.011	-713.998	2756.532
211.162	454.091	2541.436
211.278	564.722	2542.803
250.318	-983.761	2751.700
250.578	-789.449	2754.517
250.752	-659.660	2756.403
162.851	65.559	1790.050
273.123	-192.910	2762.595
273.985	374.859	2771.196
274.068	429.660	2772.023
251.215	433.924	2540.878
283.154	-713.407	2754.229
283.887	-258.141	2761.281
284.062	-149.362	2762.967
284.343	24.993	2765.667
294.173	-594.330	2755.641
294.488	-410.131	2758.553
294.562	-366.727	2759.239
307.188	577.945	2775.017
326.290	-766.897	2751.449
339.492	374.733	2770.419
347.354	-1003.494	2746.362
359.595	-366.447	2757.047
360.000	-192.756	2760.121
360.101	-149.266	2760.890
369.213	-863.291	2747.734
338.795	-722.635	2521.348
370.001	-539.633	2753.555
402.094	-631.073	2750.029
411.916	-980.783	2743.342
416.334	539.105	2772.573
433.079	-1076.826	2740.286
411.758	564.411	2541.735
466.538	-700.546	2746.269
432.059	609.922	2543.320
487.211	-915.065	2740.678
487.375	-872.173	2741.596
513.708	319.607	2766.785
435.771	590.635	2347.127
517.832	-1266.809	2731.125
520.518	-635.384	2745.221
528.757	-1202.625	2731.888
529.038	-1138.682	2733.333
530.025	-914.310	2738.409
486.427	-799.504	2513.152
