12.6495000000000	-71.5888000000000
44.7368000000000	-54.9844000000000
50	-45.0156000000000
93.6464000000000	-60
64.9860000000000	5.76320000000000
71.8396000000000	31.6199000000000
71.2165000000000	70.5607000000000
33.5218000000000	76.4798000000000
12.9611000000000	80
-32.5218000000000	67.4455000000000
-74.8894000000000	69.0031000000000
-97.3193000000000	41.9003000000000
-107.599700000000	6.38630000000000
-130	-25.7009000000000
-83.9237000000000	-64.0187000000000
-39.3754000000000	-81.4642000000000
12	-80
