    2.9922  -25.7009
   32.8988  -33.1776
   24.7991  -68.3801
   75.2664  -65.5763
   73.7087  -35.6698
   98.6308    3.8941
   49.4097   26.9470
   80.2508   59.9688
   54.7056   88.6293
   13.2726   80.8411
  -16.3224   49.0654
  -65.8551   83.6449
  -96.3847   60.5919
  -76.1355   36.2928
  -87.3505  -21.3396
 -103.5498  -32.2430
  -92.9579  -77.7259
  -55.8863  -55.9190
  -35.3255  -19.1589
  -56.1978   16.3551
   -7.2882   19.7819
   25.7336    3.2710
  -19.5610   80.1444
  -41.7506   46.2325
   25.4021   26.8543
   91.3870   28.2385
  -13.7216  -79.0338
  -52.8454  -92.1833
  -86.1298   15.0890
 -127.0053   22.7018
  -25.9843    4.7078
   56.3508  -17.4388
   51.6793  -83.1863
   21.3146  -96.3358
   48.1757   57.9979
  -68.4132   61.8594
  -88.1547   70.7048
  -57.2264   77.1913
  -46.0395   59.5007
  -33.5365   72.4738
  -15.1111   67.7563
   -3.9242   53.0141
    7.9207   60.6801
   29.6364   56.5522
   25.6881   81.3192
   29.6364   84.8573
   52.0101   80.1398
   52.0101   64.8079
   38.8491   64.8079
   64.5131   47.1172
   76.3580   82.4985
   67.8033   78.3707
   85.5707   61.2698
   85.5707   47.1172
   64.5131   58.9110
   61.2228   35.3235
   81.6224   35.3235
   77.6741   24.1194
   61.8809   18.8122
   73.7258   11.7359
   65.8292  -11.8516
   80.3063    5.2493
   81.6224  -12.4413
   93.4673  -13.6207
  103.9961  -23.6454
   84.2546  -30.1320
   93.4673  -43.1051
   81.6224  -54.8989
   57.9326  -40.1567
   55.3004  -52.5401
   57.9326  -62.5649
   42.1393  -43.1051
   28.3203  -45.4639
   25.6881  -54.3092
   16.4754  -35.4392
    8.5787   41.2203
  -78.2840   77.1913
  -82.2323   51.8347
 -107.2382   48.2966
  -94.0772   17.6328
 -111.1865   24.1194
  -92.7611    4.6596
 -110.5285  -10.6723
 -119.7412   13.5050
  -73.6776   -8.9032
  -72.3615   11.7359
  -76.3098  -25.4145
 -107.8963  -17.7485
 -121.0573  -22.4660
  -97.3675  -40.7464
  -76.9679  -44.2845
  -67.7552  -54.8989
  -92.7611  -59.0267
 -109.8704  -58.4370
  -81.5742  -77.3071
  -51.9619  -66.1030
  -59.8586  -80.2555
  -32.8785  -61.9752
  -31.5624  -46.0536
  -11.1628  -61.3855
  -25.6399  -83.2040
   12.5271  -57.2577
   75.0419  -21.2867
   18.4495   70.1151
  -31.5624   48.2966
  -44.0653   91.9336
 -105.9221   35.3235
  -78.2840   25.8884
  -57.8844   48.2966
  -40.1170  -46.0536
  -42.7492  -69.0514
  -60.5166  -67.2824
   17.1334  -51.3608
   27.0042  -26.0042
   20.4237  -11.8516
   12.5271    4.0700
   10.5529  -10.0826
    3.3143   -8.3135
   22.3978    0.5318
   18.4495    8.7875
    3.3143   15.2740
    2.6563    0.5318
   25.6881   -5.9547
   22.3978  -19.5176
   11.2109  -27.7732
   11.2109  -20.1073
   37.5330  -20.6970
   24.3720  -40.1567
   34.2427  -42.5154
   44.1135  -33.0804
   52.0101  -47.2329
   44.1135  -67.2824
   33.5847  -56.6680
   13.1851   -4.1857
   -2.7067  -40.4532
